location,YearMonth,MonthlyCases,MonthlyDeaths,CumulativeCases,CumulativeDeaths,InfectionRate
Afghanistan,2020-02,1,NULL,1,NULL,0.0000
Afghanistan,2020-03,174,4,175,4,0.0000
Afghanistan,2020-04,1952,60,2127,64,0.0100
Afghanistan,2020-05,13081,194,15208,258,0.0400
Afghanistan,2020-06,16299,494,31507,752,0.0800
Afghanistan,2020-07,5158,532,36665,1284,0.0900
Afghanistan,2020-08,1494,119,38159,1403,0.1000
Afghanistan,2020-09,1109,57,39268,1460,0.1000
Afghanistan,2020-10,2157,78,41425,1538,0.1100
Afghanistan,2020-11,4849,257,46274,1795,0.1200
Afghanistan,2020-12,5252,396,51526,2191,0.1300
Afghanistan,2021-01,3497,209,55023,2400,0.1400
Afghanistan,2021-02,691,43,55714,2443,0.1400
Afghanistan,2021-03,740,41,56454,2484,0.1500
Afghanistan,2021-04,3291,141,59745,2625,0.1500
Albania,2020-02,NULL,NULL,NULL,NULL,NULL
Albania,2020-03,243,15,243,15,0.0100
Albania,2020-04,530,16,773,31,0.0300
Albania,2020-05,364,2,1137,33,0.0400
Albania,2020-06,1398,29,2535,62,0.0900
Albania,2020-07,2741,95,5276,157,0.1800
Albania,2020-08,4237,127,9513,284,0.3300
Albania,2020-09,4136,103,13649,387,0.4700
Albania,2020-10,7226,122,20875,509,0.7300
Albania,2020-11,17307,301,38182,810,1.3300
Albania,2020-12,20134,371,58316,1181,2.0300
Albania,2021-01,19811,199,78127,1380,2.7100
Albania,2021-02,29040,416,107167,1796,3.7200
Albania,2021-03,17990,439,125157,2235,4.3500
Albania,2021-04,5928,159,131085,2394,4.5600
Algeria,2020-02,1,NULL,1,NULL,0.0000
Algeria,2020-03,715,44,716,44,0.0000
Algeria,2020-04,3290,406,4006,450,0.0100
Algeria,2020-05,5388,203,9394,653,0.0200
Algeria,2020-06,4513,259,13907,912,0.0300
Algeria,2020-07,16487,298,30394,1210,0.0700
Algeria,2020-08,14100,300,44494,1510,0.1000
Algeria,2020-09,7036,226,51530,1736,0.1200
Algeria,2020-10,6412,228,57942,1964,0.1300
Algeria,2020-11,25257,467,83199,2431,0.1900
Algeria,2020-12,16411,325,99610,2756,0.2300
Algeria,2021-01,7729,135,107339,2891,0.2400
Algeria,2021-02,5753,92,113092,2983,0.2600
Algeria,2021-03,4100,110,117192,3093,0.2700
Algeria,2021-04,4916,160,122108,3253,0.2800
Andorra,2020-03,376,12,376,12,0.4900
Andorra,2020-04,369,30,745,42,0.9600
Andorra,2020-05,19,9,764,51,0.9900
Andorra,2020-06,91,1,855,52,1.1100
Andorra,2020-07,70,0,925,52,1.2000
Andorra,2020-08,251,1,1176,53,1.5200
Andorra,2020-09,874,0,2050,53,2.6500
Andorra,2020-10,2706,22,4756,75,6.1600
Andorra,2020-11,1989,1,6745,76,8.7300
Andorra,2020-12,1304,8,8049,84,10.4200
Andorra,2021-01,1888,17,9937,101,12.8600
Andorra,2021-02,929,9,10866,110,14.0600
Andorra,2021-03,1144,5,12010,115,15.5400
Andorra,2021-04,1222,10,13232,125,17.1300
Angola,2020-03,7,2,7,2,0.0000
Angola,2020-04,20,0,27,2,0.0000
Angola,2020-05,59,2,86,4,0.0000
Angola,2020-06,198,9,284,13,0.0000
Angola,2020-07,864,39,1148,52,0.0000
Angola,2020-08,1506,56,2654,108,0.0100
Angola,2020-09,2318,75,4972,183,0.0200
Angola,2020-10,5833,101,10805,284,0.0300
Angola,2020-11,4334,64,15139,348,0.0500
Angola,2020-12,2414,57,17553,405,0.0500
Angola,2021-01,2243,61,19796,466,0.0600
Angola,2021-02,1011,42,20807,508,0.0600
Angola,2021-03,1504,29,22311,537,0.0700
Angola,2021-04,4341,59,26652,596,0.0800
Anguilla,2021-02,NULL,NULL,NULL,NULL,NULL
Anguilla,2021-03,NULL,NULL,NULL,NULL,NULL
Anguilla,2021-04,NULL,NULL,NULL,NULL,NULL
"Antigua and Barbuda",2020-03,7,NULL,7,NULL,0.0100
"Antigua and Barbuda",2020-04,17,3,24,3,0.0200
"Antigua and Barbuda",2020-05,2,0,26,3,0.0300
"Antigua and Barbuda",2020-06,43,0,69,3,0.0700
"Antigua and Barbuda",2020-07,22,0,91,3,0.0900
"Antigua and Barbuda",2020-08,3,0,94,3,0.1000
"Antigua and Barbuda",2020-09,7,0,101,3,0.1000
"Antigua and Barbuda",2020-10,27,0,128,3,0.1300
"Antigua and Barbuda",2020-11,13,1,141,4,0.1400
"Antigua and Barbuda",2020-12,18,1,159,5,0.1600
"Antigua and Barbuda",2021-01,75,2,234,7,0.2400
"Antigua and Barbuda",2021-02,496,7,730,14,0.7500
"Antigua and Barbuda",2021-03,406,14,1136,28,1.1600
"Antigua and Barbuda",2021-04,96,4,1232,32,1.2600
Argentina,2020-01,NULL,NULL,NULL,NULL,NULL
Argentina,2020-02,NULL,NULL,NULL,NULL,NULL
Argentina,2020-03,1054,27,1054,27,0.0000
Argentina,2020-04,3374,191,4428,218,0.0100
Argentina,2020-05,12423,321,16851,539,0.0400
Argentina,2020-06,47679,768,64530,1307,0.1400
Argentina,2020-07,126772,2236,191302,3543,0.4200
Argentina,2020-08,226433,5117,417735,8660,0.9200
Argentina,2020-09,333266,8277,751001,16937,1.6600
Argentina,2020-10,415923,14065,1166924,31002,2.5800
Argentina,2020-11,257609,7728,1424533,38730,3.1500
Argentina,2020-12,200981,4515,1625514,43245,3.6000
Argentina,2021-01,301725,4729,1927239,47974,4.2600
Argentina,2021-02,180126,3991,2107365,51965,4.6600
Argentina,2021-03,241456,3893,2348821,55858,5.2000
Argentina,2021-04,628542,8007,2977363,63865,6.5900
Armenia,2020-03,532,3,532,3,0.0200
Armenia,2020-04,1534,29,2066,32,0.0700
Armenia,2020-05,7216,99,9282,131,0.3100
Armenia,2020-06,16260,312,25542,443,0.8600
Armenia,2020-07,13008,295,38550,738,1.3000
Armenia,2020-08,5231,141,43781,879,1.4800
Armenia,2020-09,6578,80,50359,959,1.7000
Armenia,2020-10,39454,382,89813,1341,3.0300
Armenia,2020-11,45311,823,135124,2164,4.5600
Armenia,2020-12,24285,659,159409,2823,5.3800
Armenia,2021-01,7617,257,167026,3080,5.6400
Armenia,2021-02,5032,112,172058,3192,5.8100
Armenia,2021-03,20581,323,192639,3515,6.5000
Armenia,2021-04,23425,593,216064,4108,7.2900
Aruba,2021-03,NULL,NULL,NULL,NULL,NULL
Aruba,2021-04,NULL,NULL,NULL,NULL,NULL
Australia,2020-01,9,NULL,9,NULL,0.0000
Australia,2020-02,16,NULL,25,NULL,0.0000
Australia,2020-03,4534,18,4559,18,0.0200
Australia,2020-04,2207,75,6766,93,0.0300
Australia,2020-05,436,10,7202,103,0.0300
Australia,2020-06,718,1,7920,104,0.0300
Australia,2020-07,9360,97,17280,201,0.0700
Australia,2020-08,8539,456,25819,657,0.1000
Australia,2020-09,1277,231,27096,888,0.1100
Australia,2020-10,499,19,27595,907,0.1100
Australia,2020-11,317,1,27912,908,0.1100
Australia,2020-12,513,1,28425,909,0.1100
Australia,2021-01,393,0,28818,909,0.1100
Australia,2021-02,160,0,28978,909,0.1100
Australia,2021-03,344,0,29322,909,0.1100
Australia,2021-04,489,1,29811,910,0.1200
Austria,2020-02,9,NULL,9,NULL,0.0000
Austria,2020-03,10171,128,10180,128,0.1100
Austria,2020-04,5272,456,15452,584,0.1700
Austria,2020-05,1279,84,16731,668,0.1900
Austria,2020-06,1035,37,17766,705,0.2000
Austria,2020-07,3364,13,21130,718,0.2300
Austria,2020-08,6308,15,27438,733,0.3000
Austria,2020-09,17375,66,44813,799,0.5000
Austria,2020-10,60112,310,104925,1109,1.1700
Austria,2020-11,177531,2075,282456,3184,3.1400
Austria,2020-12,78359,3038,360815,6222,4.0100
Austria,2021-01,53583,1499,414398,7721,4.6000
Austria,2021-02,45042,840,459440,8561,5.1000
Austria,2021-03,86789,778,546229,9339,6.0600
Austria,2021-04,72641,866,618870,10205,6.8700
Azerbaijan,2020-03,298,5,298,5,0.0000
Azerbaijan,2020-04,1506,19,1804,24,0.0200
Azerbaijan,2020-05,3690,39,5494,63,0.0500
Azerbaijan,2020-06,12030,150,17524,213,0.1700
Azerbaijan,2020-07,14354,235,31878,448,0.3100
Azerbaijan,2020-08,4557,86,36435,534,0.3600
Azerbaijan,2020-09,3794,57,40229,591,0.4000
Azerbaijan,2020-10,15040,139,55269,730,0.5500
Azerbaijan,2020-11,65907,662,121176,1392,1.2000
Azerbaijan,2020-12,97524,1249,218700,2641,2.1600
Azerbaijan,2021-01,11519,491,230219,3132,2.2700
Azerbaijan,2021-02,4318,88,234537,3220,2.3100
Azerbaijan,2021-03,27176,347,261713,3567,2.5800
Azerbaijan,2021-04,57396,950,319109,4517,3.1500
Bahamas,2020-03,14,NULL,14,NULL,0.0000
Bahamas,2020-04,67,11,81,11,0.0200
Bahamas,2020-05,21,0,102,11,0.0300
Bahamas,2020-06,2,0,104,11,0.0300
Bahamas,2020-07,470,3,574,14,0.1500
Bahamas,2020-08,1643,36,2217,50,0.5600
Bahamas,2020-09,1906,46,4123,96,1.0500
Bahamas,2020-10,2591,48,6714,144,1.7100
Bahamas,2020-11,827,19,7541,163,1.9200
Bahamas,2020-12,330,7,7871,170,2.0000
Bahamas,2021-01,303,6,8174,176,2.0800
Bahamas,2021-02,345,3,8519,179,2.1700
Bahamas,2021-03,600,9,9119,188,2.3200
Bahamas,2021-04,1334,11,10453,199,2.6600
Bahrain,2020-02,41,NULL,41,NULL,0.0000
Bahrain,2020-03,526,4,567,4,0.0300
Bahrain,2020-04,2473,4,3040,8,0.1800
Bahrain,2020-05,8358,11,11398,19,0.6700
Bahrain,2020-06,15360,68,26758,87,1.5700
Bahrain,2020-07,14224,60,40982,147,2.4100
Bahrain,2020-08,10990,43,51972,190,3.0500
Bahrain,2020-09,18892,61,70864,251,4.1600
Bahrain,2020-10,10781,70,81645,321,4.8000
Bahrain,2020-11,5311,20,86956,341,5.1100
Bahrain,2020-12,5719,11,92675,352,5.4500
Bahrain,2021-01,10382,23,103057,375,6.0600
Bahrain,2021-02,19337,74,122394,449,7.1900
Bahrain,2021-03,22051,72,144445,521,8.4900
Bahrain,2021-04,32489,125,176934,646,10.4000
Bangladesh,2020-03,51,5,51,5,0.0000
Bangladesh,2020-04,7616,163,7667,168,0.0000
Bangladesh,2020-05,39486,482,47153,650,0.0300
Bangladesh,2020-06,98330,1197,145483,1847,0.0900
Bangladesh,2020-07,92178,1264,237661,3111,0.1400
Bangladesh,2020-08,75335,1170,312996,4281,0.1900
Bangladesh,2020-09,50483,970,363479,5251,0.2200
Bangladesh,2020-10,44205,672,407684,5923,0.2500
Bangladesh,2020-11,57248,721,464932,6644,0.2800
Bangladesh,2020-12,48578,915,513510,7559,0.3100
Bangladesh,2021-01,21629,568,535139,8127,0.3200
Bangladesh,2021-02,11077,281,546216,8408,0.3300
Bangladesh,2021-03,65079,638,611295,9046,0.3700
Bangladesh,2021-04,147837,2404,759132,11450,0.4600
Barbados,2020-03,34,NULL,34,NULL,0.0100
Barbados,2020-04,47,7,81,7,0.0300
Barbados,2020-05,11,0,92,7,0.0300
Barbados,2020-06,5,0,97,7,0.0300
Barbados,2020-07,13,0,110,7,0.0400
Barbados,2020-08,64,0,174,7,0.0600
Barbados,2020-09,16,0,190,7,0.0700
Barbados,2020-10,47,0,237,7,0.0800
Barbados,2020-11,39,0,276,7,0.1000
Barbados,2020-12,107,0,383,7,0.1300
Barbados,2021-01,1162,7,1545,14,0.5400
Barbados,2021-02,1523,19,3068,33,1.0700
Barbados,2021-03,584,9,3652,42,1.2700
Barbados,2021-04,203,2,3855,44,1.3400
Belarus,2020-02,1,NULL,1,NULL,0.0000
Belarus,2020-03,151,1,152,1,0.0000
Belarus,2020-04,13875,88,14027,89,0.1500
Belarus,2020-05,28529,146,42556,235,0.4500
Belarus,2020-06,19562,157,62118,392,0.6600
Belarus,2020-07,5690,167,67808,559,0.7200
Belarus,2020-08,4035,122,71843,681,0.7600
Belarus,2020-09,6788,152,78631,833,0.8300
Belarus,2020-10,19851,147,98482,980,1.0400
Belarus,2020-11,38165,178,136647,1158,1.4500
Belarus,2020-12,57637,266,194284,1424,2.0600
Belarus,2021-01,54052,294,248336,1718,2.6300
Belarus,2021-02,38970,258,287306,1976,3.0400
Belarus,2021-03,34501,271,321807,2247,3.4100
Belarus,2021-04,36931,295,358738,2542,3.8000
Belgium,2020-02,1,NULL,1,NULL,0.0000
Belgium,2020-03,12774,705,12775,705,0.1100
Belgium,2020-04,35744,6889,48519,7594,0.4200
Belgium,2020-05,9862,1873,58381,9467,0.5000
Belgium,2020-06,3046,280,61427,9747,0.5300
Belgium,2020-07,7324,94,68751,9841,0.5900
Belgium,2020-08,16485,54,85236,9996,0.7400
Belgium,2020-09,33216,121,118452,10016,1.0200
Belgium,2020-10,310777,1609,429229,11625,3.7000
Belgium,2020-11,148116,5020,577345,16645,4.9800
Belgium,2020-12,69151,2883,646496,19528,5.5800
Belgium,2021-01,63657,1564,710153,21092,6.1300
Belgium,2021-02,61358,985,771511,22077,6.6600
Belgium,2021-03,110942,939,882453,23016,7.6100
Belgium,2021-04,107776,1214,990229,24230,8.5400
Belize,2020-03,3,NULL,3,NULL,0.0000
Belize,2020-04,15,2,18,2,0.0000
Belize,2020-05,0,0,18,2,0.0000
Belize,2020-06,6,0,24,2,0.0100
Belize,2020-07,24,0,48,2,0.0100
Belize,2020-08,959,11,1007,13,0.2500
Belize,2020-09,985,14,1992,27,0.5000
Belize,2020-10,1495,32,3487,59,0.8800
Belize,2020-11,2367,89,5854,148,1.4700
Belize,2020-12,4922,100,10776,248,2.7100
Belize,2021-01,1132,53,11908,301,2.9900
Belize,2021-02,385,14,12293,315,3.0900
Belize,2021-03,163,2,12456,317,3.1300
Belize,2021-04,212,6,12668,323,3.1900
Benin,2020-03,9,NULL,9,NULL,0.0000
Benin,2020-04,55,1,64,1,0.0000
Benin,2020-05,168,2,339,3,0.0000
Benin,2020-06,967,18,1199,21,0.0100
Benin,2020-07,606,15,1805,36,0.0100
Benin,2020-08,340,4,2145,40,0.0200
Benin,2020-09,212,1,2357,41,0.0200
Benin,2020-10,286,0,2643,41,0.0200
Benin,2020-11,372,2,3015,43,0.0200
Benin,2020-12,236,1,3251,44,0.0300
Benin,2021-01,642,8,3893,52,0.0300
Benin,2021-02,1541,18,5434,70,0.0400
Benin,2021-03,1666,20,7100,90,0.0600
Benin,2021-04,721,9,7821,99,0.0600
Bermuda,2021-01,NULL,NULL,NULL,NULL,NULL
Bermuda,2021-02,NULL,NULL,NULL,NULL,NULL
Bermuda,2021-03,NULL,NULL,NULL,NULL,NULL
Bermuda,2021-04,NULL,NULL,NULL,NULL,NULL
Bhutan,2020-03,4,NULL,4,NULL,0.0000
Bhutan,2020-04,3,NULL,7,NULL,0.0000
Bhutan,2020-05,36,NULL,43,NULL,0.0100
Bhutan,2020-06,34,NULL,77,NULL,0.0100
Bhutan,2020-07,24,NULL,101,NULL,0.0100
Bhutan,2020-08,124,NULL,225,NULL,0.0300
Bhutan,2020-09,57,NULL,282,NULL,0.0400
Bhutan,2020-10,67,NULL,349,NULL,0.0500
Bhutan,2020-11,61,NULL,410,NULL,0.0500
Bhutan,2020-12,260,NULL,670,NULL,0.0900
Bhutan,2021-01,189,1,859,1,0.1100
Bhutan,2021-02,8,0,867,1,0.1100
Bhutan,2021-03,6,0,873,1,0.1100
Bhutan,2021-04,201,0,1074,1,0.1400
Bolivia,2020-03,107,6,107,6,0.0000
Bolivia,2020-04,1060,56,1167,62,0.0100
Bolivia,2020-05,8815,251,9982,313,0.0900
Bolivia,2020-06,23237,810,33219,1123,0.2800
Bolivia,2020-07,43570,1854,76789,2977,0.6600
Bolivia,2020-08,39809,2050,116598,5027,1.0000
Bolivia,2020-09,18713,2938,135311,7965,1.1600
Bolivia,2020-10,6446,760,141757,8725,1.2100
Bolivia,2020-11,2951,232,144708,8957,1.2400
Bolivia,2020-12,15416,208,160124,9165,1.3700
Bolivia,2021-01,56711,1214,216835,10379,1.8600
Bolivia,2021-02,32175,1270,249010,11649,2.1300
Bolivia,2021-03,23401,608,272411,12257,2.3300
Bolivia,2021-04,31321,694,303732,12951,2.6000
"Bosnia and Herzegovina",2020-03,420,13,420,13,0.0100
"Bosnia and Herzegovina",2020-04,1337,56,1757,69,0.0500
"Bosnia and Herzegovina",2020-05,753,84,2510,153,0.0800
"Bosnia and Herzegovina",2020-06,1943,33,4453,186,0.1400
"Bosnia and Herzegovina",2020-07,7423,153,11876,339,0.3600
"Bosnia and Herzegovina",2020-08,8088,270,19964,609,0.6100
"Bosnia and Herzegovina",2020-09,7505,247,27469,856,0.8400
"Bosnia and Herzegovina",2020-10,22621,378,50090,1234,1.5300
"Bosnia and Herzegovina",2020-11,37811,1447,87901,2681,2.6800
"Bosnia and Herzegovina",2020-12,23084,1369,110985,4050,3.3800
"Bosnia and Herzegovina",2021-01,10512,629,121497,4679,3.7000
"Bosnia and Herzegovina",2021-02,9482,392,130979,5071,3.9900
"Bosnia and Herzegovina",2021-03,38647,1528,169626,6599,5.1700
"Bosnia and Herzegovina",2021-04,28835,1952,198461,8551,6.0500
Botswana,2020-03,4,1,4,1,0.0000
Botswana,2020-04,19,0,23,1,0.0000
Botswana,2020-05,12,0,35,1,0.0000
Botswana,2020-06,192,0,227,1,0.0100
Botswana,2020-07,577,1,804,2,0.0300
Botswana,2020-08,829,4,1633,6,0.0700
Botswana,2020-09,1539,10,3172,16,0.1300
Botswana,2020-10,3470,8,6642,24,0.2800
Botswana,2020-11,4100,10,10742,34,0.4600
Botswana,2020-12,4063,8,14805,42,0.6300
Botswana,2021-01,6488,92,21293,134,0.9100
Botswana,2021-02,7078,176,28371,310,1.2100
Botswana,2021-03,11477,258,39848,568,1.6900
Botswana,2021-04,7086,144,46934,712,2.0000
Brazil,2020-02,2,NULL,2,NULL,0.0000
Brazil,2020-03,5715,201,5717,201,0.0000
Brazil,2020-04,81470,5805,87187,6006,0.0400
Brazil,2020-05,427662,23308,514849,29314,0.2400
Brazil,2020-06,887192,30280,1402041,59594,0.6600
Brazil,2020-07,1260444,32881,2662485,92475,1.2500
Brazil,2020-08,1245787,28906,3908272,121381,1.8400
Brazil,2020-09,902663,22571,4810935,143952,2.2600
Brazil,2020-10,724670,15932,5535605,159884,2.6000
Brazil,2020-11,800273,13236,6335878,173120,2.9800
Brazil,2020-12,1340095,21829,7675973,194949,3.6100
Brazil,2021-01,1528758,29555,9204731,224504,4.3300
Brazil,2021-02,1346528,30438,10551259,254942,4.9600
Brazil,2021-03,2197488,66573,12748747,321515,6.0000
Brazil,2021-04,1910264,82266,14659011,403781,6.9000
Brunei,2020-03,129,1,129,1,0.0300
Brunei,2020-04,9,0,138,1,0.0300
Brunei,2020-05,3,1,141,2,0.0300
Brunei,2020-06,0,1,141,3,0.0300
Brunei,2020-07,0,0,141,3,0.0300
Brunei,2020-08,3,0,144,3,0.0300
Brunei,2020-09,2,0,146,3,0.0300
Brunei,2020-10,2,0,148,3,0.0300
Brunei,2020-11,2,0,150,3,0.0300
Brunei,2020-12,7,0,157,3,0.0400
Brunei,2021-01,23,0,180,3,0.0400
Brunei,2021-02,6,0,186,3,0.0400
Brunei,2021-03,26,0,212,3,0.0500
Brunei,2021-04,12,0,224,3,0.0500
Bulgaria,2020-03,399,8,399,8,0.0100
Bulgaria,2020-04,1107,58,1506,66,0.0200
Bulgaria,2020-05,1007,74,2513,140,0.0400
Bulgaria,2020-06,2476,90,4989,230,0.0700
Bulgaria,2020-07,6701,153,11690,383,0.1700
Bulgaria,2020-08,4576,246,16266,629,0.2300
Bulgaria,2020-09,4567,196,20833,825,0.3000
Bulgaria,2020-10,32011,454,52844,1279,0.7600
Bulgaria,2020-11,92456,2756,145300,4035,2.0900
Bulgaria,2020-12,56966,3541,202266,7576,2.9100
Bulgaria,2021-01,16482,1469,218748,9045,3.1500
Bulgaria,2021-02,28290,1146,247038,10191,3.5600
Bulgaria,2021-03,95595,3006,342633,13197,4.9300
Bulgaria,2021-04,61747,3202,404380,16399,5.8200
"Burkina Faso",2020-03,261,14,261,14,0.0000
"Burkina Faso",2020-04,384,29,645,43,0.0000
"Burkina Faso",2020-05,202,10,847,53,0.0000
"Burkina Faso",2020-06,115,0,962,53,0.0000
"Burkina Faso",2020-07,144,0,1106,53,0.0100
"Burkina Faso",2020-08,262,2,1368,55,0.0100
"Burkina Faso",2020-09,688,3,2056,58,0.0100
"Burkina Faso",2020-10,444,9,2500,67,0.0100
"Burkina Faso",2020-11,386,1,2886,68,0.0100
"Burkina Faso",2020-12,3821,17,6707,85,0.0300
"Burkina Faso",2021-01,3975,35,10682,120,0.0500
"Burkina Faso",2021-02,1300,22,11982,142,0.0600
"Burkina Faso",2021-03,735,4,12717,146,0.0600
"Burkina Faso",2021-04,593,11,13310,157,0.0600
Burundi,2020-03,2,NULL,2,NULL,0.0000
Burundi,2020-04,9,1,11,1,0.0000
Burundi,2020-05,52,0,63,1,0.0000
Burundi,2020-06,107,0,170,1,0.0000
Burundi,2020-07,217,0,387,1,0.0000
Burundi,2020-08,58,0,445,1,0.0000
Burundi,2020-09,63,0,508,1,0.0000
Burundi,2020-10,77,0,585,1,0.0000
Burundi,2020-11,103,0,688,1,0.0100
Burundi,2020-12,130,1,818,2,0.0100
Burundi,2021-01,814,0,1632,2,0.0100
Burundi,2021-02,577,1,2209,3,0.0200
Burundi,2021-03,601,3,2810,6,0.0200
Burundi,2021-04,1185,0,3995,6,0.0300
Cambodia,2020-01,1,NULL,1,NULL,0.0000
Cambodia,2020-02,0,NULL,1,NULL,0.0000
Cambodia,2020-03,108,NULL,109,NULL,0.0000
Cambodia,2020-04,13,NULL,122,NULL,0.0000
Cambodia,2020-05,3,NULL,125,NULL,0.0000
Cambodia,2020-06,16,NULL,141,NULL,0.0000
Cambodia,2020-07,98,NULL,239,NULL,0.0000
Cambodia,2020-08,35,NULL,274,NULL,0.0000
Cambodia,2020-09,3,NULL,277,NULL,0.0000
Cambodia,2020-10,14,NULL,291,NULL,0.0000
Cambodia,2020-11,35,NULL,326,NULL,0.0000
Cambodia,2020-12,52,NULL,378,NULL,0.0000
Cambodia,2021-01,88,NULL,466,NULL,0.0000
Cambodia,2021-02,354,NULL,820,NULL,0.0000
Cambodia,2021-03,1620,11,2440,11,0.0100
Cambodia,2021-04,10962,82,13402,93,0.0800
Cameroon,2020-03,193,6,193,6,0.0000
Cameroon,2020-04,1639,55,1832,61,0.0100
Cameroon,2020-05,4072,130,5904,191,0.0200
Cameroon,2020-06,6688,122,12592,313,0.0500
Cameroon,2020-07,4663,78,17255,391,0.0700
Cameroon,2020-08,1887,20,19142,411,0.0700
Cameroon,2020-09,1696,7,20838,418,0.0800
Cameroon,2020-10,955,8,21793,426,0.0800
Cameroon,2020-11,2652,11,24445,437,0.0900
Cameroon,2020-12,1832,11,26277,448,0.1000
Cameroon,2021-01,3340,14,29617,462,0.1100
Cameroon,2021-02,6097,89,35714,551,0.1300
Cameroon,2021-03,11955,170,47669,721,0.1800
Cameroon,2021-04,24581,386,72250,1107,0.2700
Canada,2020-01,4,NULL,4,NULL,0.0000
Canada,2020-02,16,NULL,20,NULL,0.0000
Canada,2020-03,8507,152,8527,152,0.0200
Canada,2020-04,45930,4027,54457,4179,0.1400
Canada,2020-05,38022,3727,92479,7906,0.2500
Canada,2020-06,13618,874,106097,8780,0.2800
Canada,2020-07,12184,245,118281,9025,0.3100
Canada,2020-08,12637,168,130918,9193,0.3500
Canada,2020-09,30189,198,161107,9391,0.4300
Canada,2020-10,76206,885,237313,10276,0.6300
Canada,2020-11,144244,1963,381557,12239,1.0100
Canada,2020-12,202852,3523,584409,15762,1.5500
Canada,2021-01,199286,4279,783695,20041,2.0800
Canada,2021-02,87999,1949,871694,21990,2.3100
Canada,2021-03,117114,970,988808,22960,2.6200
Canada,2021-04,239559,1260,1228367,24220,3.2500
"Cape Verde",2020-03,6,1,6,1,0.0000
"Cape Verde",2020-04,115,0,121,1,0.0200
"Cape Verde",2020-05,314,3,435,4,0.0800
"Cape Verde",2020-06,792,11,1227,15,0.2200
"Cape Verde",2020-07,1224,8,2451,23,0.4400
"Cape Verde",2020-08,1433,17,3884,40,0.7000
"Cape Verde",2020-09,2140,20,6024,60,1.0800
"Cape Verde",2020-10,2769,35,8793,95,1.5800
"Cape Verde",2020-11,1968,10,10761,105,1.9400
"Cape Verde",2020-12,1079,8,11840,113,2.1300
"Cape Verde",2021-01,2230,21,14070,134,2.5300
"Cape Verde",2021-02,1330,13,15400,147,2.7700
"Cape Verde",2021-03,2070,21,17470,168,3.1400
"Cape Verde",2021-04,6412,49,23882,217,4.3000
"Cayman Islands",2020-12,NULL,NULL,NULL,NULL,NULL
"Cayman Islands",2021-01,NULL,NULL,NULL,NULL,NULL
"Cayman Islands",2021-02,NULL,NULL,NULL,NULL,NULL
"Cayman Islands",2021-03,NULL,NULL,NULL,NULL,NULL
"Cayman Islands",2021-04,NULL,NULL,NULL,NULL,NULL
"Central African Republic",2020-03,3,NULL,3,NULL,0.0000
"Central African Republic",2020-04,47,NULL,50,NULL,0.0000
"Central African Republic",2020-05,961,2,1011,2,0.0200
"Central African Republic",2020-06,2734,45,3745,47,0.0800
"Central African Republic",2020-07,863,12,4608,59,0.1000
"Central African Republic",2020-08,103,3,4711,62,0.1000
"Central African Republic",2020-09,118,0,4829,62,0.1000
"Central African Republic",2020-10,37,0,4866,62,0.1000
"Central African Republic",2020-11,47,1,4913,63,0.1000
"Central African Republic",2020-12,50,0,4963,63,0.1000
"Central African Republic",2021-01,18,0,4981,63,0.1000
"Central African Republic",2021-02,23,0,5004,63,0.1000
"Central African Republic",2021-03,157,4,5161,67,0.1100
"Central African Republic",2021-04,1250,21,6411,88,0.1300
Chad,2020-03,7,NULL,7,NULL,0.0000
Chad,2020-04,66,5,73,5,0.0000
Chad,2020-05,705,60,778,65,0.0000
Chad,2020-06,88,9,866,74,0.0100
Chad,2020-07,70,1,936,75,0.0100
Chad,2020-08,77,2,1013,77,0.0100
Chad,2020-09,187,8,1200,85,0.0100
Chad,2020-10,283,13,1483,98,0.0100
Chad,2020-11,205,3,1688,101,0.0100
Chad,2020-12,425,3,2113,104,0.0100
Chad,2021-01,1263,14,3376,118,0.0200
Chad,2021-02,597,22,3973,140,0.0200
Chad,2021-03,560,24,4533,164,0.0300
Chad,2021-04,284,6,4817,170,0.0300
Chile,2020-02,2,NULL,2,NULL,0.0000
Chile,2020-03,2842,12,2844,12,0.0100
Chile,2020-04,14858,215,17702,227,0.0900
Chile,2020-05,105848,827,123550,1054,0.6500
Chile,2020-06,155843,4634,279393,5688,1.4600
Chile,2020-07,76274,3769,355667,9457,1.8600
Chile,2020-08,56059,1832,411726,11289,2.1500
Chile,2020-09,51265,1452,462991,12741,2.4200
Chile,2020-10,47265,1466,510256,14207,2.6700
Chile,2020-11,41487,1203,551743,15410,2.8900
Chile,2020-12,57230,1198,608973,16608,3.1900
Chile,2021-01,118136,1844,727109,18452,3.8000
Chile,2021-02,97516,2120,824625,20572,4.3100
Chile,2021-03,170913,2563,995538,23135,5.2100
Chile,2021-04,202707,3218,1198245,26353,6.2700
China,2020-01,9254,196,9802,213,0.0000
China,2020-02,69554,2624,79356,2837,0.0100
China,2020-03,2923,472,82279,3309,0.0100
China,2020-04,1677,1328,83956,4637,0.0100
China,2020-05,190,1,84146,4638,0.0100
China,2020-06,639,3,84785,4641,0.0100
China,2020-07,2870,20,87655,4661,0.0100
China,2020-08,2259,62,89914,4723,0.0100
China,2020-09,631,16,90545,4739,0.0100
China,2020-10,821,0,91366,4739,0.0100
China,2020-11,1536,4,92902,4743,0.0100
China,2020-12,3061,39,95963,4782,0.0100
